Site,Subplot,Core_ID,Phenocam,Community,Snowmelt,DOY,Depth Increment,Depth_Type,Scanned,Overall Wet Weight (g),Volume (cm3(,Depth Wet Weight (g),HALVED Wet Weight,Subsection Wet Weight (g),Wet weight bulk density,Cage Weight (g),Subsection Dried Weight (g),sub_scaled,scaled_dry,Root Dry Biomass Total (g),dry_bulkdensity,rootmass_bulkdensity,Black_branch_biomass,Brown_branch_biomass,Sticky_biomass,Stringy_biomass,Branched_Biomass,Thick_biomass,White_branched_biomass,Seed_biomass,Fine_branched_biomass,Skinny_white_biomass,White_Skinny,Big_Brown,Big_Branched,Sprout,Chunky_white_Branched,Yellow_Branched,Thicker_orangey branched,White_chunky,Chunky orange branched,flat,Flat_branched,thicker_branched,Black_Chunky,light branched,woody_branched
Toolik,TFS2,P3,TL-02,Graminoid,162,246,05-15,Bottom,Y,861.08,384.834,271.21,NA,5.54,0.661661911,16.58,0.61,0.110108303,28.03687726,0.0596,0.07285447,0.818069223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0596,0,0,0,0,0,0,0
Toolik,TFS2,P3,TL-02,Graminoid,162,246,15-25,Middle,Y,861.08,384.834,287.7,NA,5.54,0.696690001,19.59,0.61,0.110108303,29.52113718,0.2293,0.076711354,2.98912727,0,0,0,0,0.0054,0,0,0,0,0,0,0,0,0,0,0,0,0.2239,0,0,0,0,0,0,0
Toolik,TFS2,P3,TL-02,Graminoid,162,246,25-30,Bottom,Y,861.08,153.93804,109.13,NA,5.54,0.594459953,17.62,0.61,0.110108303,10.07601083,0.137,0.065454977,2.093041764,0,0,0,0.0008,0.0048,0,0,0,0,0,0,0,0,0,0,0,0,0.1109,0,0,0,0.0205,0,0,0
Toolik,TFS3,P1,TL-03,Graminoid,162,167,0-5,Top,Y,241.61,192.417,106.74,NA,3.5,0.530878249,4.59,0.63,0.18,18.387,0.00251,0.095558085,0.026266747,0,0,0.0025,0,0.00001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Toolik,TFS3,P1,TL-03,Graminoid,162,167,5-9.7,Bottom,Y,241.61,180.8772,134.74,NA,3.5,0.671505309,13.28,0.63,0.18,21.8628,0.0011,0.120870956,0.009100615,0,0,0,0,0.0011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Toolik,TFS3,P2,TL-03,Graminoid,162,211,0-5,Bottom,Y,489.19,192.417,122.15,NA,6.03,0.60103837,6.5,1.16,0.192371476,22.24776119,0.00063,0.115622638,0.00544876,0,0,0,0,0.00001,0,0,0,0,0,0.00001,0,0,0,0.00001,0,0,0,0,0,0,0,0,0.0006,0
Toolik,TFS3,P2,TL-03,Graminoid,162,211,05-15,Middle,Y,489.19,384.834,227.77,NA,6.03,0.561644761,11.63,1.16,0.192371476,41.57917081,0.0091,0.108044432,0.084224609,0,0,0.0019,0,0.0044,0,0,0,0,0,0,0,0,0,0,0,0,0.0028,0,0,0,0,0,0,0
Toolik,TFS3,P2,TL-03,Graminoid,162,211,15-20,Bottom,Y,489.19,192.417,109.56,NA,6.03,0.504009521,12.58,1.16,0.192371476,18.65618574,0.02481,0.096957055,0.255886484,0,0,0.002,0,0.00001,0,0,0,0,0,0,0,0,0,0,0,0,0.0228,0,0,0,0,0,0,0
Toolik,TFS3,P3,TL-03,Graminoid,162,246,0-5,Top,Y,837,192.417,127.22,NA,7.24,0.596412999,12.46,0.51,0.070441989,8.083922652,0.0001,0.042012518,0.002380243,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Toolik,TFS3,P3,TL-03,Graminoid,162,246,05-15,Middle,Y,837,384.834,223.16,NA,7.24,0.54737887,12.51,0.51,0.070441989,14.83860497,0.0219,0.038558456,0.567968796,0,0,0,0,0.0061,0,0,0,0,0.0009,0,0,0,0,0.0149,0,0,0,0,0,0,0,0,0,0
Toolik,TFS3,P3,TL-03,Graminoid,162,246,15-25,Middle2,Y,837,384.834,255.64,NA,7.24,0.624217195,15.42,0.51,0.070441989,16.92157459,0.1276,0.043971101,2.901905975,0,0,0,0,0.0085,0,0,0,0,0.0011,0,0,0,0,0,0,0,0.1158,0,0.0022,0,0,0,0,0
Toolik,TFS3,P3,TL-03,Graminoid,162,246,25-30,Bottom,Y,837,153.93804,234.75,NA,7.24,1.356000115,26.01,0.51,0.070441989,14.70406077,0.1371,0.095519345,1.435311348,0,0,0,0,0.004,0,0,0,0,0.002,0,0,0,0,0.1311,0,0,0,0,0,0,0,0,0,0
Toolik,TFS4,P1,TL-04,Shrub,168,167,0-5,Top,Y,235.55,192.417,113.14,NA,4.43,0.550523083,7.21,0.64,0.144469526,15.30365688,0.0082,0.079533809,0.103100809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0067,0,0.0015,0,0,0,0,0
Toolik,TFS4,P1,TL-04,Shrub,168,167,05-10,Bottom,Y,235.55,192.417,121.57,NA,4.43,0.578379249,10.28,0.64,0.144469526,16.07801354,0.00732,0.083558176,0.087603636,0,0,0,0,0.00002,0,0,0,0,0,0,0,0,0,0,0,0,0.0056,0,0.0017,0,0,0,0,0
Toolik,TFS4,P2,TL-04,Shrub,168,211,0-5,Top,Y,451.26,192.417,113.57,NA,3.56,0.556551656,6.48,0.66,0.185393258,19.85376404,0.00003,0.103180925,0.000290751,0,0,0.00001,0,0.00001,0,0,0,0,0,0,0,0,0.00001,0,0,0,0,0,0,0,0,0,0,0
Toolik,TFS4,P2,TL-04,Shrub,168,211,05-15,Middle,Y,451.26,384.834,225.52,NA,3.56,0.563489712,8.67,0.66,0.185393258,40.20252809,0.00783,0.104467194,0.07495176,0,0,0.0025,0,0.00003,0,0,0,0,0,0,0,0,0,0,0,0,0.0053,0,0,0,0,0,0,0
Toolik,TFS4,P2,TL-04,Shrub,168,211,15-20,Bottom,Y,451.26,192.417,109.23,NA,3.56,0.505204842,12.02,0.66,0.185393258,18.02207865,0.0045,0.093661572,0.048045318,0,0,0.0029,0,0.0016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Toolik,TFS4,P3,TL-04,Shrub,168,246,0-5,Top,Y,689.68,192.417,157.78,NA,5.67,0.764329555,10.71,0.56,0.098765432,14.5254321,0.02421,0.075489339,0.320707538,0,0,0.00001,0,0.0007,0,0,0,0,0,0,0,0,0,0,0,0,0.0084,0,0,0,0,0.0151,0,0
Toolik,TFS4,P3,TL-04,Shrub,168,246,05-15,Middle,Y,689.68,384.834,244.02,NA,5.67,0.602311646,12.23,0.56,0.098765432,22.89283951,0.0225,0.05948757,0.378230276,0,0,0.0091,0,0.0019,0,0,0,0,0,0,0,0,0,0,0,0,0.0115,0,0,0,0,0,0,0
Toolik,TFS4,P3,TL-04,Shrub,168,246,15-25,Middle2,Y,689.68,384.834,194.45,NA,5.67,0.47002084,13.57,0.56,0.098765432,17.86469136,0.04101,0.046421811,0.883420935,0,0,0,0,0.0054,0,0,0,0,0,0.00001,0,0,0,0,0,0,0.0146,0,0.021,0,0,0,0,0
Toolik,TFS4,P3,TL-04,Shrub,168,246,25-30,Bottom,Y,689.68,173.1803,92.03,NA,5.67,0.452591894,13.65,0.56,0.098765432,7.741234568,0.0353,0.044700434,0.789701505,0,0,0,0,0.0022,0,0,0,0,0,0,0,0,0,0,0,0,0.0331,0,0,0,0,0,0,0
Toolik,TFS5,P1,TL-05,Graminoid,162,167,0-5,Top,Y,271.6,192.417,124.13,NA,5.73,0.602389602,8.22,0.68,0.118673647,13.75546248,0.0137,0.071487771,0.191641168,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0.0117,0,0,0,0,0,0,0,0,0,0,0
Toolik,TFS5,P1,TL-05,Graminoid,162,167,05-10,Bottom,Y,271.6,192.417,152.4,NA,5.73,0.726287178,12.65,0.68,0.118673647,16.58464223,0.0015,0.086191149,0.017403179,0,0,0,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Toolik,TFS5,P2,TL-05,Graminoid,162,211,0-5,Top,Y,555.04,192.417,135.56,NA,6.2,0.628426802,14.64,0.56,0.090322581,10.92180645,0.0871,0.056761131,1.534500797,0,0,0.0012,0,0.0007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0029,0,0,0,0,0.0823
Toolik,TFS5,P2,TL-05,Graminoid,162,211,05-15,Middle,Y,555.04,384.834,274.14,NA,6.2,0.675486054,14.19,0.56,0.090322581,23.47935484,0.07161,0.061011644,1.173710391,0,0,0,0,0.00001,0,0,0,0,0,0,0,0,0,0,0,0,0.0716,0,0,0,0,0,0,0
Toolik,TFS5,P2,TL-05,Graminoid,162,211,15-20,Bottom,Y,555.04,219.36171,144.4,NA,6.2,0.55985158,21.59,0.56,0.090322581,11.09251613,0.19881,0.05056724,3.931596858,0,0,0,0,0.0025,0,0,0,0,0,0.00001,0,0,0,0,0,0,0.189,0,0.0073,0,0,0,0,0
Toolik,TFS5,P3,TL-05,Graminoid,162,246,0-5,Top,Y,800.64,192.417,156.14,NA,4.52,0.76937069,8.1,0.65,0.14380531,21.28893805,0.08891,0.11063959,0.803600228,0,0,0.0044,0,0.0024,0,0,0,0,0,0.00001,0,0,0,0.0091,0,0,0,0.073,0,0,0,0,0,0
Toolik,TFS5,P3,TL-05,Graminoid,162,246,05-15,Middle,Y,800.64,384.834,268.25,NA,4.52,0.659245285,14.55,0.65,0.14380531,36.48340708,0.3636,0.094802972,3.835322784,0,0,0,0,0.0288,0,0,0,0,0,0,0,0,0,0,0,0,0.0737,0,0,0,0,0,0,0.2611
Toolik,TFS5,P3,TL-05,Graminoid,162,246,15-25,Middle2,Y,800.64,384.834,269.76,NA,4.52,0.652489125,18.66,0.65,0.14380531,36.10951327,0.1099,0.093831401,1.1712497,0,0,0.009,0,0.0043,0,0,0,0,0,0,0,0,0,0,0,0,0.0925,0,0.0041,0,0,0,0,0
Toolik,TFS5,P3,TL-05,Graminoid,162,246,25-30,Bottom,Y,800.64,173.1803,105.55,NA,4.52,0.527946885,14.12,0.65,0.14380531,13.14811947,0.114,0.075921565,1.501549652,0,0,0,0,0.0083,0,0,0,0,0,0,0,0,0,0,0,0,0.0384,0,0,0,0,0,,0.0673
Toolik,TFS6,P1,TL-06,Shrub,162,167,0-5,Top,Y,383.19,192.417,190.5,NA,11.1,0.904545856,16.45,1.54,0.138738739,24.14747748,0.0092,0.125495551,0.073309372,0,0,0.0078,0,0,0,0,0,0,0,0.0014,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Toolik,TFS6,P1,TL-06,Shrub,162,167,05-10,Bottom,Y,383.19,192.417,192.41,NA,11.1,0.924502513,14.52,1.54,0.138738739,24.68023423,0.0141,0.128264313,0.109929252,0,0,0,0,0,0,0,0,0,0,0,0.013,0,0,0,0,0,0,0,0.0011,0,0,0,0,0
Toolik,TFS6,P2,TL-06,Shrub,162,211,0-5,Top,Y,646.22,192.417,171.27,NA,7.66,0.824147555,12.69,1.07,0.139686684,22.15151436,0.0063,0.115122439,0.054724344,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0.0062,0,0,0,0,0
Toolik,TFS6,P2,TL-06,Shrub,162,211,05-15,Middle,Y,646.22,384.834,301.16,NA,7.66,0.736707256,17.65,1.07,0.139686684,39.6025718,0.0153,0.102908194,0.148676208,0,0,0,0,0,0,0,0,0,0,0.0034,0,0,0,0,0,0,0,0,0.0119,0,0,0,0,0
Toolik,TFS6,P2,TL-06,Shrub,162,211,15-20,Bottom,Y,646.22,192.417,171.2,NA,7.66,0.804346809,16.43,1.07,0.139686684,21.61930809,0.039,0.112356539,0.347109305,0,0,0,0,0.0009,0,0,0,0,0,0,0.0272,0,0,0,0,0,0,0,0.0109,0,0,0,0,0
Toolik,TFS6,P3,TL-06,Shrub,162,246,0-5,Top,Y,1052.56,192.417,140.67,NA,6.14,0.690687413,7.77,1,0.16286645,21.64495114,0.0004,0.112489807,0.003555878,0,0,0,0,0.0004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Toolik,TFS6,P3,TL-06,Shrub,162,246,05-15,Middle,Y,1052.56,384.834,355.24,NA,6.14,0.885082919,14.63,1,0.16286645,55.47394137,0.03461,0.144150313,0.240096601,0,0,0.00101,0,0.0024,0,0,0,0,0,0,0.0312,0,0,0,0,0,0,0,0,0,0,0,0,0
Toolik,TFS6,P3,TL-06,Shrub,162,246,15-25,Middle2,Y,1052.56,384.834,348.36,NA,6.14,0.868660254,14.07,1,0.16286645,54.44462541,0.0421,0.141475611,0.297577792,0,0,0.0026,0,0.0012,0,0,0,0,0,0.0008,0.0299,0,0,0,0,0,0,0,0.0076,0,0,0,0,0
Toolik,TFS6,P3,TL-06,Shrub,162,246,25-30,Bottom,Y,1052.56,192.417,200.41,NA,6.14,0.968053758,14.14,1,0.16286645,30.33713355,0.084,0.157663479,0.532780329,0,0,0.0071,0,0.0025,0,0,0,0,0,0,0.0566,0,0,0,0,0,0,0,0.0178,0,0,0,0,0
Toolik,TFS7,P1,TL-07,Mix,162,167,0-5,Top,Y,333.09,192.417,147.67,NA,7.21,0.717971905,9.52,1.27,0.176144244,24.33432732,0.0016,0.126466618,0.01265156,0,0,0,0,0.0016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Toolik,TFS7,P1,TL-07,Mix,162,167,05-10,Bottom,Y,333.09,192.417,184.72,NA,7.21,0.911042164,9.42,1.27,0.176144244,30.87808599,0.0117,0.160474833,0.072908628,0,0,0,0,0.0025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0092,0,0,0,0,0
Toolik,TFS7,P2,TL-07,Mix,162,211,0-5,Top,Y,662.56,192.417,159.01,NA,7.66,0.760535712,12.67,1.17,0.152741514,22.35219321,0.0241,0.116165376,0.20746285,0,0,0,0,0.0035,0,0,0,0,0,0.0007,0,0.0171,0,0,0,0,0,0,0.0028,0,0,0,0,0
Toolik,TFS7,P2,TL-07,Mix,162,211,05-15,Middle,Y,662.56,384.834,315.65,NA,7.66,0.774645691,17.54,1.17,0.152741514,45.53377285,0.0083,0.118320556,0.07014842,0,0,0,0,0,0,0,0,0,0,0.0006,0,0,0,0,0,0,0,0,0.0077,0,0,0,0,0
Toolik,TFS7,P2,TL-07,Mix,162,211,15-20,Bottom,Y,662.56,192.417,180.6,NA,7.66,0.834073912,20.11,1.17,0.152741514,24.51348564,0.0137,0.127397712,0.107537253,0,0,0.0005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0132,0,0,0,0,0
Toolik,TFS7,P3,TL-07,Mix,162,246,0-5,Top,Y,1172.76,192.417,182.42,NA,7.57,0.890098068,11.15,1.14,0.150594452,25.79231176,0.0363,0.134043831,0.270806943,0,0,0.0044,0,0,0,0,0,0,0,0.0033,0,0,0,0,0,0,0,0,0.0286,0,0,0,0,0
Toolik,TFS7,P3,TL-07,Mix,162,246,05-15,Middle,Y,1172.76,384.834,397.17,NA,7.57,0.985931597,17.75,1.14,0.150594452,57.1385469,0.0131,0.148475828,0.08822985,0,0,0.0016,0,0.0022,0,0,0,0,0.0018,0,0,0,0,0,0,0,0,0,0.0075,0,0,0,0,0
Toolik,TFS7,P3,TL-07,Mix,162,246,15-25,Middle2,Y,1172.76,384.834,369.46,NA,7.57,0.909561006,19.43,1.14,0.150594452,52.71257596,0.0305,0.136974841,0.222668629,0,0,0,0,0.0017,0,0,0,0,0,0,0,0,0,0,0,0,0.0057,0,0.0231,0,0,0,0,0
Toolik,TFS7,P3,TL-07,Mix,162,246,25-30,Bottom,Y,1172.76,192.417,205.53,NA,7.57,0.968989227,19.08,1.14,0.150594452,28.07833554,0.0603,0.145924401,0.413227667,0,0,0,0,0.0018,0,0,0,0,0,0,0,0,0,0,0,0,0.0347,0,0.0238,0,0,0,0,0
Toolik,TFS8,P1,TL-08,Mix,162,167,0-5,Top,Y,332.69,192.417,153.55,NA,4.25,0.740111321,11.14,0.59,0.138823529,19.76985882,0.01066,0.102744866,0.103752143,0,0,0,0,0.0012,0,0,0,0,0,0,0,0,0.00186,0,0,0,0.0063,0,0.0013,0,0,0,0,0
Toolik,TFS8,P1,TL-08,Mix,162,167,05-10,Bottom,Y,332.69,192.417,175.5,NA,4.25,0.847898055,12.35,0.59,0.138823529,22.64905882,0.0113,0.117708201,0.096000108,0,0,0.0032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0081,0,0,0,0,0
Toolik,TFS8,P2,TL-08,Mix,162,211,0-5,Top,Y,598.77,192.417,145.58,NA,4.61,0.724572153,6.16,0.66,0.143167028,19.96034707,0.0153,0.103734842,0.147491428,0,0,0.0112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0041,0,0,0,0,0
Toolik,TFS8,P2,TL-08,Mix,162,211,05-15,Middle,Y,598.77,384.834,325.27,NA,4.61,0.815156665,11.57,0.66,0.143167028,44.91149675,0.0138,0.116703557,0.118248324,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0058,0,0,0,0,0
Toolik,TFS8,P2,TL-08,Mix,162,211,15-20,Bottom,Y,598.77,192.417,126.66,NA,4.61,0.608262264,9.62,0.66,0.143167028,16.75626898,0.0127,0.087083101,0.14583771,0,0,0.0049,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0.0068,0,0,0,0,0
Toolik,TFS8,P3,TL-08,Mix,162,246,0-5,Top,Y,1046.26,192.417,154.58,NA,6.54,0.769734483,6.47,1.13,0.172782875,25.59087156,0.0024,0.132996937,0.018045528,0,0,0,0,0,0,0,0,0,0,0.0008,0,0,0.0016,0,0,0,0,0,0,0,0,0,0,0
Toolik,TFS8,P3,TL-08,Mix,162,246,05-15,Middle,Y,1046.26,384.834,350.21,NA,6.54,0.875936118,13.12,1.13,0.172782875,58.2433792,0.0439,0.15134676,0.29006237,0,0,0,0,0,0,0,0,0,0,0.0015,0.0226,0,0,0,0,0,0.0137,0,0.0061,0,0,0,0,0
Toolik,TFS8,P3,TL-08,Mix,162,246,15-25,Middle2,Y,1046.26,384.834,352.12,NA,6.54,0.879781932,13.55,1.13,0.172782875,58.49909786,0.1058,0.152011251,0.696001113,0,0,0,0,0.0063,0,0,0,0,0,0,0,0,0,0,0,0,0.024,0.0624,0.0131,0,0,0,0,0
Toolik,TFS8,P3,TL-08,Mix,162,246,25-30,Bottom,Y,1046.26,192.417,187.65,NA,6.54,0.924398572,9.78,1.13,0.172782875,30.73288991,0.0877,0.159720243,0.549085067,0,0,0,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0.078,0,0.0082,0,0,0,0,0
Toolik,TFS9,P1,TL-08,Graminoid,162,167,0-5,Top,Y,341.34,192.417,164.5,NA,5.52,0.801436464,10.29,0.69,0.125,19.27625,0.0232,0.100179558,0.231584172,0,0,0,0,0.0005,0,0,0,0,0,0,0.015,0,0,0,0,0,0.0043,0,0.0034,0,0,0,0,0
Toolik,TFS9,P1,TL-08,Graminoid,162,167,05-10,Bottom,Y,341.34,192.417,174.61,NA,5.52,0.853406924,10.4,0.69,0.125,20.52625,0.01081,0.106675865,0.101335011,0,0,0,0,0.0015,0,0,0,0,0.0027,0,0,0.00131,0,0,0,0,0,0,0.0053,0,0,0,0,0
Toolik,TFS9,P2,TL-08,Graminoid,162,211,0-5,Top,Y,564.18,192.417,126.72,NA,6.67,0.614394778,8.5,0.56,0.083958021,9.925517241,0.0273,0.05158337,0.529240338,0,0,0,0,0,0,0,0,0,0,0,0.022,0,0,0,0,0,0,0,0.0053,0,0,0,0,0
Toolik,TFS9,P2,TL-08,Graminoid,162,211,05-15,Middle,Y,564.18,384.834,265.05,NA,6.67,0.662441468,10.12,0.56,0.083958021,21.40341829,0.014,0.055617275,0.251720353,0,0,0,0,0.0034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0106,0,0,0,0,0
Toolik,TFS9,P2,TL-08,Graminoid,162,211,15-20,Bottom,Y,564.18,192.417,169.1,NA,6.67,0.799461586,15.27,0.56,0.083958021,12.91526237,0.0427,0.067121213,0.636162524,0,0,0.0024,0,0,0,0,0,0,0.0013,0,0.0339,0,0,0,0,0,0.0022,0,0.0029,0,0,0,0,0
Toolik,TFS9,P3,TL-08,Graminoid,162,246,0-5,Top,Y,1023.12,192.417,175.51,NA,5.42,0.872947817,7.54,1.05,0.193726937,32.54031365,0.07,0.169113507,0.413923177,0,0,0.0142,0,0,0,0,0,0,0.0023,0,0,0,0,0.0274,0,0,0.0261,0,0,0,0,0,0,0
Toolik,TFS9,P3,TL-08,Graminoid,162,246,05-15,Middle,Y,1023.12,384.834,317.55,NA,5.42,0.792367618,12.62,1.05,0.193726937,59.07315498,0.3654,0.153502952,2.38041025,0,0,0.0032,0,0,0,0,0,0,0.0182,0,0,0,0,0.0509,0,0,0.2879,0,0.0052,0,0,0,0,0
Toolik,TFS9,P3,TL-08,Graminoid,162,246,15-25,Middle2,Y,1023.12,384.834,326.01,NA,5.42,0.80439878,16.45,1.05,0.193726937,59.9701107,0.1067,0.155833712,0.684704219,0,0,0.008,0,0,0,0,0,0,0,0.0014,0.0725,0,0,0,0,0,0.0194,0,0.0054,0,0,0,0,0
Toolik,TFS9,P3,TL-08,Graminoid,162,246,25-30,Bottom,Y,1023.12,192.417,206.54,NA,5.42,1.024441707,9.42,1.05,0.193726937,38.18745387,0.0117,0.198461954,0.058953365,0,0,0.0086,0,0,0,0,0,0,0,0.0031,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Toolik,TFS10,P1,TL-11,Graminoid,162,167,0-5,Top,Y,385.58,192.417,193.01,NA,7.41,0.93552025,13,1.51,0.203778677,36.68219973,0.0211,0.190639079,0.11068035,0,0,0.0121,0,0.0029,0,0,0,0,0,0,0,0,0,0,0,0,0.0061,0,0,0,0,0,0,0
Toolik,TFS10,P1,TL-11,Graminoid,162,167,05-10,Bottom,Y,385.58,192.417,191.31,NA,7.41,0.945342667,9.41,1.51,0.203778677,37.06734143,0.01,0.192640678,0.051910116,0,0,0,0,0,0,0,0,0,0.0009,0,0,0,0,0,0,0,0,0,0.0091,0,0,0,0,0
Toolik,TFS10,P2,TL-11,Graminoid,162,211,0-5,Top,Y,606.65,192.417,123.63,NA,4.79,0.605923593,7.04,0.63,0.131524008,15.33438413,0.0191,0.0796935,0.23966823,0,0,0.0081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0043,0,0.0067,0,0,0,0,0
Toolik,TFS10,P2,TL-11,Graminoid,162,211,05-15,Middle,Y,606.65,384.834,315.28,NA,4.79,0.789379317,11.5,0.63,0.131524008,39.95436326,0.0216,0.103822332,0.208047726,0,0,0.0118,0,0.0009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0089,0,0,0,0,0
Toolik,TFS10,P2,TL-11,Graminoid,162,211,15-20,Bottom,Y,606.65,192.417,163.57,NA,4.79,0.776282761,14.2,0.63,0.131524008,19.64574113,0.0058,0.10209982,0.056807152,0,0,0.0017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0041,0,0,0,0,0,0,0
Toolik,TFS10,P3,TL-11,Graminoid,162,246,0-5,Top,Y,1035.68,192.417,181.57,NA,5.11,0.896230583,9.12,0.58,0.113502935,19.57358121,0.0206,0.101724802,0.202507153,0,0,0.0064,0,0,0,0,0,0,0,0.0012,0,0,0,0,0,0,0.005,0,0.008,0,0,0,0,0
Toolik,TFS10,P3,TL-11,Graminoid,162,246,05-15,Middle,Y,1035.68,384.834,362.62,NA,5.11,0.902648934,15.25,0.58,0.113502935,39.42751468,0.0605,0.102453304,0.590512925,0,0,0.027,0,0,0,0,0,0,0,0.0022,0,0,0,0,0,0,0.0313,0,0,0,0,0,0,0
Toolik,TFS10,P3,TL-11,Graminoid,162,246,15-25,Middle2,Y,1035.68,384.834,310.59,NA,5.11,0.775711086,12.07,0.58,0.113502935,33.88289628,0.1275,0.088045485,1.448115137,0,0,0.0054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1221,0,0,0,0,0,0,0
Toolik,TFS10,P3,TL-11,Graminoid,162,246,25-30,Bottom,Y,1035.68,192.417,177.03,NA,5.11,0.841297806,15.15,0.58,0.113502935,18.37385519,0.0812,0.095489771,0.850352865,0,0,0.0103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0534,0,0.0175,0,0,0,0,0
Mt_Brew,Brandywine_1,P1,BRA_BC,Shrub,210,211,0-5,Top ,Y,576.29,192.417,164.16,NA,3.68,0.792237692,11.72,0.52,0.141304348,21.54043478,0.0259,0.11194663,0.231360246,0,0,0.0068,0,0,0,0,0,0,0,0.0014,0,0.0177,0,0,0,0,0,0,0,0,0,0,0,0
Mt_Brew,Brandywine_1,P1,BRA_BC,Shrub,210,211,05-15,Middle,Y,576.29,384.834,276.62,NA,3.68,0.691077192,10.67,0.52,0.141304348,37.5798913,0.0389,0.097652212,0.398352472,0,0,0.0121,0,0,0,0,0,0,0,0.001,0,0,0,0,0.0258,0,0,0,0,0,0,0,0,0
Mt_Brew,Brandywine_1,P1,BRA_BC,Shrub,210,211,15-20,Bottom,Y,576.29,192.417,127.07,NA,3.68,0.613563251,9.01,0.52,0.141304348,16.6823913,0.023,0.086699155,0.265285169,0,0,0.0155,0,0,0,0,0,0,0,0,0,0,0,0.0075,0,0,0,0,0,0,0,0,0,0
Mt_Brew,Brandywine_1,P2,BRA_BC,Shrub,210,239,0-5,Top ,Y,308.16,192.417,100.45,NA,2.77,0.471683895,9.69,0.63,0.227436823,20.64216606,0.0286,0.107278287,0.266596353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0286,0,0,0,0,0,0,0,0,0
Mt_Brew,Brandywine_1,P2,BRA_BC,Shrub,210,239,05-15,Middle,Y,308.16,384.834,132.57,NA,2.77,0.327050105,6.71,0.63,0.227436823,28.62519856,0.0517,0.074383237,0.695049076,0,0,0.0206,0,0,0,0,0,0,0,0,0,0,0,0,0.0311,0,0,0,0,0,0,0,0,0
Mt_Brew,Brandywine_1,P2,BRA_BC,Shrub,210,239,15-20,Bottom,Y,308.16,192.417,75.68,NA,2.77,0.361454549,6.13,0.63,0.227436823,15.81823105,0.0436,0.082208074,0.530361529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0436,0,0,0,0,0,0,0,0,0
Mt_Brew,Brandywine_1,P3,BRA_BC,Shrub,210,260,0-5,Top ,Y,352.4,192.417,66.59,NA,3.66,0.316552072,5.68,0.83,0.226775956,13.8129235,0.1045,0.071786399,1.455707512,0,0,0.0407,0,0,0,0,0,0,0,0,0,0,0.0016,0,0.0622,0,0,0,0,0,0,0,0,0
Mt_Brew,Brandywine_1,P3,BRA_BC,Shrub,210,260,05-15,Middle,Y,352.4,384.834,188.7,NA,3.66,0.456534506,13.01,0.83,0.226775956,39.84226776,0.0862,0.103531049,0.832600468,0,0,0.0063,0,0,0,0,0,0,0,0,0,0,0,0,0.0799,0,0,0,0,0,0,0,0,0
Mt_Brew,Brandywine_1,P3,BRA_BC,Shrub,210,260,15-20,Bottom,Y,352.4,192.417,102.61,NA,3.66,0.504061491,5.62,0.83,0.226775956,21.995,0.0468,0.114309027,0.409416486,0,0,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0.0378,0,0,0,0,0,0,0,0,0
Mt_Brew,Brandywine_2,P1,BRA_BC,Shrub,210,211,0-5,Top ,Y,425.08,192.417,136.48,NA,4.63,0.680345292,5.57,1.44,0.311015119,40.7149892,0.0479,0.211597672,0.226373001,0,0,0.0213,0,0.0266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
